StartStop	ts_LN_CR020108A	ts_LN_CR020115A	ts_LN_CR020208A	ts_LN_CR020221A	ts_LN_CR020225B	ts_LN_CR020311A	ts_LN_CR020311B	ts_LN_CR020322A	ts_LN_CR020326A	ts_LN_CR020327A	ts_LN_CR020327B	ts_LN_CR020506A	ts_LN_CR020508A	ts_LN_CR020709B	ts_LN_CR020806A	ts_LN_CR020910A	ts_LN_CR030618A	ts_LN_CR030710A	ts_LN_CR031013A	ts_PN1	ts_PN2	ts_PN3	ts_PN_CR011218B	ts_PN_CR020131A	ts_PN_CR020215A	ts_PN_CR020401A	ts_PN_CR020415A	ts_PN_CR020422A	ts_PN_CR020513A	ts_PN_CR020523A	ts_PN_CR020528A	ts_PN_CR020529A	ts_PN_CR020606A	ts_PN_CR020709A	ts_PN_CR020711A	ts_PN_CR020718B	ts_PN_CR020722A	ts_PN_CR020830A	ts_PN_CR020909A	ts_PN_CR020912A	ts_PN_CR020918A	ts_PN_CR020927A	ts_PN_CR021001A	ts_PN_CR021014A	ts_PN_CR021105A	ts_PN_CR021211A	ts_PN_CR021213A	ts_PN_CR021220A	ts_PN_CR030110A	ts_PN_CR030110B	ts_PN_CR030228B	ts_PN_CR030304A	ts_PN_CR030522A	ts_PN_CR030614A	ts_PN_CR030620A	ts_PN_CR030625A	ts_PN_CR030625B	ts_PN_CR030627A	ts_PN_CR030627B	ts_PN_CR040104A	ts_PN_CR040108A	ts_PN_CR040217A	ts_PN_CR040518A	ts_PN_CR040720A	ts_PN_CR040723A	ts_PN_CR040914A	ts_PN_CR040916A	ts_PN_CR040920A	ts_PN_CR050104A	ts_PN_CR050104B
 	 	14.700000	 	 	 	 	51.228000	 	 	20.021000	 	3.507800	42.289000	14.095000	3.877600	40.095000	 	 	 	20.054000	7.792600	 	10.140000	20.118000	 	 	 	50.599000	33.665000	13.174000	 	30.673000	 	23.483000	 	 	 	50.021000	 	 	33.462000	 	 	 	 	 	 	 	60.005000	 	31.002000	 	 	41.847000	 	 	3.458400	3.470000	12.732000	 	 	 	 	20.283000	30.719000	10.961000	32.469000	13.246000	 	30.700000
 	 	14.864000	 	 	 	 	53.246000	 	 	20.083000	 	3.561400	42.440000	14.225000	3.911400	40.221000	 	 	 	20.107000	7.812200	 	10.217000	20.207000	 	 	 	50.637000	33.856000	13.250000	 	30.694000	 	23.504000	 	 	 	50.167000	 	 	33.494000	 	 	 	 	 	 	 	60.044000	 	40.023000	 	 	42.171000	 	 	3.499600	3.502100	12.766000	 	 	 	 	20.316000	30.744000	10.995000	32.501000	13.319000	 	30.717000
 	 	15.142000	 	 	 	 	54.228000	 	 	20.198000	 	3.594600	42.601000	14.344000	3.984100	40.367000	 	 	 	20.250000	7.844800	 	10.266000	20.306000	 	 	 	50.672000	33.919000	13.309000	 	30.713000	 	23.523000	 	 	 	50.247000	 	 	34.037000	 	 	 	 	 	 	 	60.069000	 	40.072000	 	 	42.221000	 	 	3.549200	3.608300	12.802000	 	 	 	 	20.332000	30.772000	11.021000	32.529000	13.412000	 	30.734000
 	 	15.408000	 	 	 	 	54.590000	 	 	20.279000	 	3.642500	42.743000	14.490000	4.026500	40.482000	 	 	 	20.281000	7.884800	 	10.352000	20.420000	 	 	 	50.719000	33.962000	13.341000	 	30.752000	 	23.560000	 	 	 	50.276000	 	 	 	 	 	 	 	 	 	 	60.142000	 	40.145000	 	 	42.366000	 	 	3.587100	3.635100	12.845000	 	 	 	 	20.360000	30.790000	11.082000	32.562000	13.470000	 	30.754000
 	 	15.649000	 	 	 	 	54.831000	 	 	20.361000	 	3.680100	42.744000	14.600000	4.090500	40.588000	 	 	 	20.308000	7.949000	 	10.390000	20.527000	 	 	 	50.752000	 	13.404000	 	30.785000	 	23.595000	 	 	 	50.396000	 	 	 	 	 	 	 	 	 	 	60.197000	 	40.198000	 	 	42.383000	 	 	3.629400	3.671900	12.885000	 	 	 	 	20.391000	30.808000	11.114000	32.604000	13.538000	 	30.788000
 	 	15.795000	 	 	 	 	60.086000	 	 	20.425000	 	3.725300	42.911000	14.743000	4.122400	40.717000	 	 	 	20.367000	8.143600	 	10.484000	20.639000	 	 	 	50.783000	 	13.447000	 	30.886000	 	23.632000	 	 	 	50.431000	 	 	 	 	 	 	 	 	 	 	60.352000	 	40.401000	 	 	42.425000	 	 	3.673200	3.766000	12.928000	 	 	 	 	20.406000	30.826000	11.134000	32.648000	13.607000	 	30.934000
 	 	15.897000	 	 	 	 	60.484000	 	 	20.476000	 	3.759200	43.055000	14.894000	4.144500	40.837000	 	 	 	20.572000	8.212000	 	10.502000	20.692000	 	 	 	50.827000	 	13.516000	 	30.913000	 	23.989000	 	 	 	50.461000	 	 	 	 	 	 	 	 	 	 	60.395000	 	40.469000	 	 	42.482000	 	 	3.732900	3.852500	12.959000	 	 	 	 	20.424000	30.843000	11.155000	32.701000	13.667000	 	31.173000
 	 	15.987000	 	 	 	 	61.133000	 	 	20.630000	 	3.793100	43.195000	20.028000	4.172900	40.963000	 	 	 	20.595000	8.247400	 	10.609000	20.769000	 	 	 	50.899000	 	13.586000	 	30.944000	 	24.648000	 	 	 	50.513000	 	 	 	 	 	 	 	 	 	 	60.490000	 	40.566000	 	 	42.497000	 	 	3.786100	3.885300	12.993000	 	 	 	 	20.451000	30.862000	11.170000	32.744000	13.757000	 	31.192000
 	 	20.000000	 	 	 	 	62.348000	 	 	20.723000	 	3.825600	43.341000	20.145000	4.206000	50.065000	 	 	 	20.620000	8.288800	 	10.611000	20.843000	 	 	 	50.985000	 	13.631000	 	30.998000	 	 	 	 	 	50.574000	 	 	 	 	 	 	 	 	 	 	60.515000	 	40.672000	 	 	42.512000	 	 	3.812200	3.939700	13.076000	 	 	 	 	20.504000	30.887000	11.185000	32.789000	13.822000	 	31.215000
 	 	20.001000	 	 	 	 	62.729000	 	 	20.824000	 	3.870100	43.498000	20.264000	 	50.179000	 	 	 	20.637000	8.323000	 	10.703000	20.947000	 	 	 	51.023000	 	13.723000	 	40.002000	 	 	 	 	 	50.642000	 	 	 	 	 	 	 	 	 	 	60.549000	 	40.829000	 	 	42.547000	 	 	3.838300	3.998100	13.129000	 	 	 	 	20.527000	30.912000	11.200000	32.845000	13.889000	 	31.238000
 	 	20.226000	 	 	 	 	62.990000	 	 	22.069000	 	3.927500	43.653000	20.389000	 	50.283000	 	 	 	20.674000	8.357400	 	10.723000	21.111000	 	 	 	51.062000	 	13.854000	 	40.034000	 	 	 	 	 	50.675000	 	 	 	 	 	 	 	 	 	 	60.576000	 	40.905000	 	 	42.825000	 	 	3.879900	4.033500	13.164000	 	 	 	 	20.578000	30.940000	11.226000	32.871000	13.942000	 	31.262000
 	 	20.506000	 	 	 	 	63.152000	 	 	22.189000	 	3.961200	43.812000	20.507000	 	50.390000	 	 	 	20.829000	8.475800	 	10.769000	21.215000	 	 	 	51.120000	 	14.021000	 	40.065000	 	 	 	 	 	50.880000	 	 	 	 	 	 	 	 	 	 	60.596000	 	40.961000	 	 	42.863000	 	 	3.930700	4.060600	13.192000	 	 	 	 	20.596000	40.008000	11.255000	32.897000	14.028000	 	31.299000
 	 	20.642000	 	 	 	 	63.416000	 	 	22.294000	 	3.994300	43.973000	20.625000	 	50.517000	 	 	 	20.891000	8.523800	 	10.821000	21.338000	 	 	 	51.193000	 	14.102000	 	40.097000	 	 	 	 	 	60.010000	 	 	 	 	 	 	 	 	 	 	60.619000	 	50.223000	 	 	42.906000	 	 	3.961500	4.079500	13.223000	 	 	 	 	20.610000	40.046000	11.289000	32.930000	14.087000	 	40.118000
 	 	20.775000	 	 	 	 	63.895000	 	 	22.413000	 	4.043900	44.106000	20.759000	 	50.643000	 	 	 	20.923000	8.554600	 	10.875000	21.447000	 	 	 	51.302000	 	14.128000	 	40.135000	 	 	 	 	 	60.073000	 	 	 	 	 	 	 	 	 	 	60.641000	 	50.291000	 	 	42.999000	 	 	4.021400	4.098000	13.272000	 	 	 	 	20.626000	40.129000	11.399000	32.963000	14.161000	 	40.145000
 	 	20.858000	 	 	 	 	64.192000	 	 	22.504000	 	4.075200	44.262000	20.891000	 	50.761000	 	 	 	20.950000	8.592000	 	10.958000	21.566000	 	 	 	51.375000	 	14.161000	 	40.203000	 	 	 	 	 	60.279000	 	 	 	 	 	 	 	 	 	 	60.668000	 	50.466000	 	 	43.053000	 	 	4.057100	4.113000	13.302000	 	 	 	 	20.643000	40.466000	11.425000	33.012000	14.234000	 	40.164000
 	 	21.231000	 	 	 	 	64.432000	 	 	22.603000	 	4.110200	44.394000	21.009000	 	50.870000	 	 	 	20.985000	8.620400	 	10.967000	 	 	 	 	51.538000	 	14.197000	 	40.280000	 	 	 	 	 	60.299000	 	 	 	 	 	 	 	 	 	 	 	 	50.525000	 	 	43.082000	 	 	4.088800	4.133300	13.331000	 	 	 	 	20.662000	40.672000	11.448000	33.043000	14.297000	 	40.184000
 	 	21.459000	 	 	 	 	64.619000	 	 	22.683000	 	4.146100	44.535000	21.114000	 	50.996000	 	 	 	21.048000	8.664400	 	11.036000	 	 	 	 	51.615000	 	14.289000	 	40.345000	 	 	 	 	 	60.318000	 	 	 	 	 	 	 	 	 	 	 	 	50.571000	 	 	43.149000	 	 	4.129100	4.167700	13.358000	 	 	 	 	20.680000	40.700000	11.475000	33.073000	14.348000	 	40.212000
 	 	21.528000	 	 	 	 	 	 	 	22.802000	 	4.207200	44.536000	21.237000	 	60.086000	 	 	 	21.097000	8.705000	 	11.097000	 	 	 	 	51.700000	 	14.335000	 	40.390000	 	 	 	 	 	60.535000	 	 	 	 	 	 	 	 	 	 	 	 	50.631000	 	 	43.184000	 	 	4.195200	4.212000	13.381000	 	 	 	 	20.691000	40.730000	11.492000	33.105000	14.418000	 	40.251000
 	 	21.606000	 	 	 	 	 	 	 	22.911000	 	4.243200	44.668000	21.329000	 	60.248000	 	 	 	30.061000	8.733000	 	11.149000	 	 	 	 	51.738000	 	14.388000	 	40.485000	 	 	 	 	 	60.577000	 	 	 	 	 	 	 	 	 	 	 	 	50.674000	 	 	43.280000	 	 	4.233000	4.361000	13.410000	 	 	 	 	20.706000	40.854000	11.507000	33.168000	14.473000	 	40.277000
 	 	21.961000	 	 	 	 	 	 	 	23.010000	 	4.274900	44.826000	21.430000	 	60.372000	 	 	 	30.096000	8.803000	 	11.173000	 	 	 	 	51.787000	 	14.407000	 	40.528000	 	 	 	 	 	60.608000	 	 	 	 	 	 	 	 	 	 	 	 	50.891000	 	 	43.339000	 	 	4.307500	4.397800	13.430000	 	 	 	 	20.721000	40.901000	11.523000	33.210000	14.523000	 	40.294000
 	 	22.228000	 	 	 	 	 	 	 	23.111000	 	4.309900	44.971000	21.567000	 	60.470000	 	 	 	30.134000	8.872000	 	11.282000	 	 	 	 	51.847000	 	14.436000	 	40.642000	 	 	 	 	 	60.636000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.358000	 	 	4.338000	4.607500	13.460000	 	 	 	 	20.745000	 	11.541000	33.276000	14.586000	 	40.313000
 	 	22.364000	 	 	 	 	 	 	 	23.204000	 	4.341800	50.068000	21.690000	 	60.612000	 	 	 	30.191000	8.904800	 	11.365000	 	 	 	 	51.899000	 	14.471000	 	40.821000	 	 	 	 	 	60.672000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.378000	 	 	4.397500	4.636100	13.483000	 	 	 	 	20.755000	 	11.559000	33.318000	14.662000	 	40.350000
 	 	22.582000	 	 	 	 	 	 	 	23.300000	 	4.375600	50.199000	21.794000	 	60.747000	 	 	 	30.225000	8.941600	 	11.449000	 	 	 	 	51.944000	 	14.528000	 	50.037000	 	 	 	 	 	60.707000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.393000	 	 	4.433900	4.662500	13.510000	 	 	 	 	20.799000	 	11.577000	33.367000	14.705000	 	40.385000
 	 	22.888000	 	 	 	 	 	 	 	23.394000	 	4.425700	50.355000	21.932000	 	60.903000	 	 	 	30.277000	8.974000	 	11.552000	 	 	 	 	52.002000	 	14.574000	 	50.073000	 	 	 	 	 	60.746000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.579000	 	 	4.464900	4.684300	13.544000	 	 	 	 	20.905000	 	11.597000	33.410000	14.753000	 	40.486000
 	 	23.154000	 	 	 	 	 	 	 	23.513000	 	4.457000	50.492000	22.053000	 	70.114000	 	 	 	30.309000	9.011000	 	11.639000	 	 	 	 	52.065000	 	14.616000	 	50.108000	 	 	 	 	 	60.772000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.606000	 	 	4.510500	4.717200	13.566000	 	 	 	 	20.941000	 	11.624000	33.433000	14.805000	 	40.627000
 	 	23.444000	 	 	 	 	 	 	 	23.608000	 	4.486900	50.613000	22.169000	 	70.215000	 	 	 	30.335000	9.050400	 	11.737000	 	 	 	 	52.118000	 	14.650000	 	50.131000	 	 	 	 	 	60.836000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.690000	 	 	4.561800	4.746000	13.589000	 	 	 	 	30.007000	 	11.647000	33.465000	14.869000	 	40.656000
 	 	23.629000	 	 	 	 	 	 	 	23.720000	 	4.527100	50.759000	22.335000	 	70.328000	 	 	 	30.412000	9.091800	 	11.809000	 	 	 	 	52.158000	 	14.674000	 	50.341000	 	 	 	 	 	60.860000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.708000	 	 	4.612800	4.768600	13.614000	 	 	 	 	30.023000	 	11.666000	33.515000	14.921000	 	50.072000
 	 	23.704000	 	 	 	 	 	 	 	23.834000	 	4.561000	50.908000	22.481000	 	70.501000	 	 	 	30.473000	9.149600	 	11.901000	 	 	 	 	52.226000	 	14.711000	 	50.367000	 	 	 	 	 	60.886000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.726000	 	 	4.651000	4.794300	13.658000	 	 	 	 	30.051000	 	11.680000	33.575000	 	 	50.108000
 	 	23.895000	 	 	 	 	 	 	 	23.938000	 	4.593600	50.909000	22.597000	 	70.642000	 	 	 	30.514000	9.187400	 	11.991000	 	 	 	 	52.297000	 	14.756000	 	50.388000	 	 	 	 	 	60.912000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.747000	 	 	4.712100	4.822600	13.686000	 	 	 	 	30.063000	 	11.692000	33.654000	 	 	50.166000
 	 	24.082000	 	 	 	 	 	 	 	24.031000	 	4.624000	51.038000	22.728000	 	70.769000	 	 	 	30.541000	9.267800	 	12.078000	 	 	 	 	52.350000	 	14.790000	 	50.421000	 	 	 	 	 	60.937000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.971000	 	 	4.744100	4.846700	13.710000	 	 	 	 	30.080000	 	11.706000	33.712000	 	 	50.211000
 	 	24.220000	 	 	 	 	 	 	 	24.151000	 	4.653700	51.928000	22.848000	 	70.896000	 	 	 	30.580000	9.329400	 	12.176000	 	 	 	 	52.411000	 	14.838000	 	50.450000	 	 	 	 	 	70.025000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43.989000	 	 	4.774600	4.883600	13.737000	 	 	 	 	30.090000	 	11.718000	33.783000	 	 	50.242000
 	 	24.474000	 	 	 	 	 	 	 	24.251000	 	4.685400	52.113000	22.992000	 	80.032000	 	 	 	30.604000	9.393600	 	12.262000	 	 	 	 	52.493000	 	22.320000	 	50.468000	 	 	 	 	 	70.046000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.114000	 	 	4.802800	4.921500	13.770000	 	 	 	 	30.102000	 	11.731000	33.831000	 	 	50.261000
 	 	24.527000	 	 	 	 	 	 	 	24.370000	 	4.724600	52.339000	23.128000	 	80.169000	 	 	 	30.625000	9.584800	 	12.350000	 	 	 	 	52.574000	 	22.412000	 	50.486000	 	 	 	 	 	70.201000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.183000	 	 	4.840700	4.945000	13.792000	 	 	 	 	30.129000	 	11.747000	33.857000	 	 	50.285000
 	 	24.690000	 	 	 	 	 	 	 	24.473000	 	4.755800	52.505000	23.264000	 	80.414000	 	 	 	30.638000	9.620200	 	12.456000	 	 	 	 	52.678000	 	22.456000	 	50.505000	 	 	 	 	 	70.248000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.235000	 	 	4.870800	10.043000	13.811000	 	 	 	 	30.141000	 	11.761000	33.888000	 	 	50.321000
 	 	24.921000	 	 	 	 	 	 	 	24.561000	 	4.794900	52.506000	23.363000	 	80.598000	 	 	 	30.656000	9.655200	 	12.543000	 	 	 	 	52.771000	 	22.534000	 	50.536000	 	 	 	 	 	70.316000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.330000	 	 	4.899100	10.108000	13.849000	 	 	 	 	30.233000	 	11.777000	33.971000	 	 	50.339000
 	 	25.151000	 	 	 	 	 	 	 	24.637000	 	4.832700	52.732000	23.464000	 	80.733000	 	 	 	30.699000	9.688400	 	12.630000	 	 	 	 	52.824000	 	22.710000	 	50.592000	 	 	 	 	 	70.358000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.358000	 	 	4.948300	10.186000	13.896000	 	 	 	 	30.408000	 	11.798000	33.996000	 	 	50.370000
 	 	25.500000	 	 	 	 	 	 	 	24.723000	 	4.859400	52.880000	23.576000	 	80.887000	 	 	 	30.738000	9.719600	 	12.710000	 	 	 	 	52.873000	 	22.791000	 	50.626000	 	 	 	 	 	70.589000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.428000	 	 	4.979800	10.312000	13.978000	 	 	 	 	30.445000	 	11.820000	34.049000	 	 	50.460000
 	 	25.657000	 	 	 	 	 	 	 	24.818000	 	4.889800	53.029000	23.699000	 	81.042000	 	 	 	30.778000	9.746200	 	12.792000	 	 	 	 	52.927000	 	22.840000	 	50.670000	 	 	 	 	 	70.638000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.442000	 	 	10.097000	10.343000	13.998000	 	 	 	 	30.470000	 	11.842000	34.100000	 	 	50.591000
 	 	25.990000	 	 	 	 	 	 	 	 	 	4.923800	53.030000	23.816000	 	90.067000	 	 	 	 	9.780800	 	12.894000	 	 	 	 	52.983000	 	22.932000	 	50.814000	 	 	 	 	 	70.934000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.478000	 	 	10.331000	10.385000	14.040000	 	 	 	 	30.501000	 	11.862000	34.161000	 	 	50.637000
 	 	30.001000	 	 	 	 	 	 	 	 	 	4.961400	53.268000	23.959000	 	90.199000	 	 	 	 	9.835800	 	13.012000	 	 	 	 	53.040000	 	22.986000	 	50.888000	 	 	 	 	 	70.967000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.492000	 	 	10.359000	10.407000	14.079000	 	 	 	 	30.579000	 	11.883000	34.258000	 	 	50.669000
 	 	30.625000	 	 	 	 	 	 	 	 	 	 	53.403000	24.072000	 	90.346000	 	 	 	 	9.869600	 	13.108000	 	 	 	 	53.102000	 	23.047000	 	50.989000	 	 	 	 	 	80.039000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.511000	 	 	10.635000	10.429000	14.122000	 	 	 	 	30.596000	 	11.904000	34.293000	 	 	50.708000
 	 	30.628000	 	 	 	 	 	 	 	 	 	 	53.543000	24.181000	 	90.466000	 	 	 	 	9.908400	 	13.266000	 	 	 	 	53.182000	 	23.088000	 	60.007000	 	 	 	 	 	80.174000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.532000	 	 	10.722000	10.476000	14.167000	 	 	 	 	30.610000	 	11.923000	34.368000	 	 	50.757000
 	 	30.688000	 	 	 	 	 	 	 	 	 	 	53.753000	24.312000	 	90.609000	 	 	 	 	9.940600	 	13.391000	 	 	 	 	53.266000	 	23.123000	 	60.039000	 	 	 	 	 	80.211000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.557000	 	 	10.772000	10.661000	14.307000	 	 	 	 	30.646000	 	11.968000	34.420000	 	 	50.824000
 	 	30.691000	 	 	 	 	 	 	 	 	 	 	53.924000	24.420000	 	90.732000	 	 	 	 	9.979600	 	13.476000	 	 	 	 	53.323000	 	23.209000	 	60.067000	 	 	 	 	 	80.248000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.732000	 	 	10.834000	10.723000	14.382000	 	 	 	 	30.686000	 	12.000000	34.475000	 	 	50.850000
 	 	30.938000	 	 	 	 	 	 	 	 	 	 	54.081000	24.552000	 	90.865000	 	 	 	 	10.036000	 	13.553000	 	 	 	 	53.360000	 	23.251000	 	60.256000	 	 	 	 	 	80.325000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.809000	 	 	11.071000	10.760000	14.432000	 	 	 	 	30.706000	 	12.031000	34.517000	 	 	51.001000
 	 	30.941000	 	 	 	 	 	 	 	 	 	 	54.226000	24.677000	 	 	 	 	 	 	10.093000	 	13.653000	 	 	 	 	53.408000	 	23.283000	 	60.633000	 	 	 	 	 	80.356000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.839000	 	 	 	10.793000	14.459000	 	 	 	 	30.746000	 	12.055000	34.574000	 	 	51.036000
 	 	32.388000	 	 	 	 	 	 	 	 	 	 	54.382000	24.752000	 	 	 	 	 	 	10.127000	 	13.757000	 	 	 	 	53.496000	 	23.312000	 	60.660000	 	 	 	 	 	80.452000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.852000	 	 	 	10.840000	14.485000	 	 	 	 	30.764000	 	12.072000	34.655000	 	 	51.064000
 	 	32.465000	 	 	 	 	 	 	 	 	 	 	54.535000	24.887000	 	 	 	 	 	 	10.169000	 	13.880000	 	 	 	 	53.569000	 	23.346000	 	60.683000	 	 	 	 	 	80.571000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.876000	 	 	 	10.889000	14.568000	 	 	 	 	30.783000	 	12.095000	34.685000	 	 	51.093000
 	 	32.468000	 	 	 	 	 	 	 	 	 	 	54.681000	24.983000	 	 	 	 	 	 	10.241000	 	13.973000	 	 	 	 	53.658000	 	23.420000	 	 	 	 	 	 	 	80.596000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44.968000	 	 	 	10.915000	14.602000	 	 	 	 	30.816000	 	12.117000	34.721000	 	 	51.155000
 	 	35.144000	 	 	 	 	 	 	 	 	 	 	54.682000	30.029000	 	 	 	 	 	 	10.280000	 	14.068000	 	 	 	 	53.720000	 	23.506000	 	 	 	 	 	 	 	80.624000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.052000	 	 	 	10.937000	14.692000	 	 	 	 	30.843000	 	12.140000	34.777000	 	 	51.233000
 	 	35.206000	 	 	 	 	 	 	 	 	 	 	54.807000	30.139000	 	 	 	 	 	 	10.325000	 	14.196000	 	 	 	 	53.829000	 	23.602000	 	 	 	 	 	 	 	80.668000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.174000	 	 	 	10.962000	14.893000	 	 	 	 	30.860000	 	12.234000	34.834000	 	 	51.287000
 	 	35.209000	 	 	 	 	 	 	 	 	 	 	54.930000	30.140000	 	 	 	 	 	 	10.355000	 	14.311000	 	 	 	 	53.910000	 	23.708000	 	 	 	 	 	 	 	80.765000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.195000	 	 	 	14.968000	14.939000	 	 	 	 	30.895000	 	12.257000	34.869000	 	 	51.409000
 	 	35.350000	 	 	 	 	 	 	 	 	 	 	60.107000	30.243000	 	 	 	 	 	 	10.396000	 	14.407000	 	 	 	 	53.957000	 	23.734000	 	 	 	 	 	 	 	80.807000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.223000	 	 	 	20.031000	20.010000	 	 	 	 	30.926000	 	12.272000	34.890000	 	 	51.460000
 	 	35.352000	 	 	 	 	 	 	 	 	 	 	60.307000	30.350000	 	 	 	 	 	 	10.435000	 	14.526000	 	 	 	 	54.001000	 	23.771000	 	 	 	 	 	 	 	80.838000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.359000	 	 	 	20.215000	20.031000	 	 	 	 	30.942000	 	12.287000	34.918000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	60.451000	30.469000	 	 	 	 	 	 	10.521000	 	14.615000	 	 	 	 	54.059000	 	23.828000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.390000	 	 	 	20.250000	20.055000	 	 	 	 	30.990000	 	12.302000	34.949000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	60.646000	30.600000	 	 	 	 	 	 	10.579000	 	14.706000	 	 	 	 	54.117000	 	23.879000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.412000	 	 	 	20.415000	20.126000	 	 	 	 	30.992000	 	12.317000	40.077000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	30.702000	 	 	 	 	 	 	10.637000	 	14.843000	 	 	 	 	54.186000	 	23.930000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.539000	 	 	 	20.552000	20.153000	 	 	 	 	30.993000	 	12.333000	40.115000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	30.797000	 	 	 	 	 	 	10.687000	 	14.989000	 	 	 	 	54.254000	 	23.984000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.597000	 	 	 	20.599000	20.204000	 	 	 	 	30.994000	 	12.351000	40.193000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	30.943000	 	 	 	 	 	 	10.738000	 	20.002000	 	 	 	 	54.316000	 	24.257000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.630000	 	 	 	20.629000	20.235000	 	 	 	 	40.040000	 	12.369000	40.241000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	30.944000	 	 	 	 	 	 	10.780000	 	20.138000	 	 	 	 	54.365000	 	24.305000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.662000	 	 	 	20.657000	20.265000	 	 	 	 	40.085000	 	12.388000	40.323000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	40.063000	 	 	 	 	 	 	10.808000	 	20.231000	 	 	 	 	54.457000	 	24.353000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.747000	 	 	 	20.689000	20.283000	 	 	 	 	40.142000	 	12.414000	40.374000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	40.186000	 	 	 	 	 	 	10.841000	 	20.321000	 	 	 	 	54.552000	 	24.509000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.805000	 	 	 	20.711000	20.306000	 	 	 	 	40.178000	 	12.434000	40.562000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	40.329000	 	 	 	 	 	 	10.904000	 	20.418000	 	 	 	 	54.592000	 	24.545000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.859000	 	 	 	20.752000	20.337000	 	 	 	 	40.216000	 	12.456000	40.597000	 	 	 
 	 	 	 	 	 	 	 	 	 	 	 	 	 	40.454000	 	 	 	 	 	 	10.956000	 	20.491000	 	 	 	 	54.630000	 	24.629000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50.882000	 	 	 	20.786000	20.393000	 	 	 	 	40.248000	 	12.476000	40.659000	 	 	 
